site number,site location,Cluster,site acronym,date,depth (m),T (C),DO (mg/l),pH,Secchi Disk (m),samples collected,comments
R2,Lake Pleasant integrated sample,cap,pleasant,2007,131.2,54.8,4.33,7.6,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,121.2,55,4.56,7.5,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,111.4,55,4.51,7.5,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,101.1,55.6,4.73,7.5,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,91.1,56.3,5.2,7.6,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,80.7,57.2,6.22,7.6,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,70.4,58.6,7.5,7.7,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,60.1,61.5,10.68,8,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,48.8,66.8,12.41,8.1,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,38.6,75.2,11.53,8,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,28.6,83.9,7.9,8.1,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,18.4,84,7.88,8.1,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,8.1,84.4,7.87,8.2,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,0.9,85.3,7.84,8.2,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,NA,NA,NA,NA,NA,NA,NA
R20,Verde River at Tangle,verde,verde abv horseshoe,2007,NA,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2007,NA,25,NA,8,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2007,NA,24.8,NA,8.1,NA,NA,NA
R25,verde river at beeline highway,verde,verde @ beeline,2007,NA,32.3,NA,8.6,NA,NA,NA
R3,Waddell Canal,cap,waddell canal,2007,NA,14.1,NA,7.5,NA,NA,NA
R4,Cap Canal at 7th St.,cap,cap @ 7th st,2007,NA,NA,NA,NA,NA,NA,NA
R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,2007,NA,NA,NA,NA,NA,NA,NA
R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,2007,NA,NA,NA,NA,NA,NA,NA
R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,2007,NA,27.5,0.4,NA,NA,NA,NA
R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,2007,NA,23.3,0.1,NA,NA,NA,NA
R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,2007,NA,18.9,0.1,NA,NA,NA,NA
R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,2007,NA,16.5,0.1,NA,NA,NA,NA
R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,2007,NA,15.4,0.1,NA,NA,NA,NA
R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,2007,NA,14.1,0.1,NA,NA,NA,NA
R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,2007,NA,NA,NA,NA,NA,NA,NA
R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,2007,NA,NA,NA,NA,NA,NA,NA
R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,2007,NA,28.5,6.4,NA,NA,NA,NA
R6-50,Bartlett Reservoir near outlet,verde,bartlett-50m,2007,NA,NA,NA,NA,NA,NA,NA
R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,2007,NA,28.9,7.1,NA,3.05,NA,NA
R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,2007,NA,NA,NA,NA,NA,NA,NA
R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,2007,NA,NA,NA,NA,NA,NA,NA
R9-10,Saguaro Lake near inlet,salt,saguaro-10m,2007,NA,23.2,0.1,NA,NA,NA,NA
R9-15,Saguaro Lake near inlet,salt,saguaro-15m,2007,NA,22.4,0.1,NA,NA,NA,NA
R9-20,Saguaro Lake near inlet,salt,saguaro-20m,2007,NA,22,0.2,NA,NA,NA,NA
R9-25,Saguaro Lake near inlet,salt,saguaro-25m,2007,NA,21.8,0.3,NA,NA,NA,NA
R9-30,Saguaro Lake near inlet,salt,saguaro-30m,2007,NA,21.4,0.3,NA,NA,NA,NA
R9-35,Saguaro Lake near inlet,salt,saguaro-35m,2007,NA,NA,NA,NA,NA,NA,NA
R9-40,Saguaro Lake near inlet,salt,saguaro-40m,2007,NA,NA,NA,NA,NA,NA,NA
R9-45,Saguaro Lake near inlet,salt,saguaro-45m,2007,NA,NA,NA,NA,NA,NA,NA
R9-5,Saguaro Lake near inlet,salt,saguaro-5m,2007,NA,25.6,0.2,NA,NA,NA,NA
R9-50,Saguaro Lake near inlet,salt,saguaro-50m,2007,NA,NA,NA,NA,NA,NA,NA
R9A,Saguaro Lake near inlet,salt,saguaro-0m,2007,NA,28,7.3,NA,1.98,NA,NA
Roosvelt,SRP above Roosevelt Lake,NA,Above Roosevelt,2007,NA,NA,NA,NA,NA,NA,NA
Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,2007,NA,NA,NA,NA,NA,NA,NA
SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,2007,NA,NA,NA,NA,NA,NA,NA
SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2007,NA,NA,NA,NA,NA,NA,NA
SPT Out,Tempe's South Plant treated water,tempe,STP Out,2007,NA,NA,NA,NA,NA,NA,NA
UH In,Union Hills Inlet,cap,Union Hills Inlet,2007,NA,14.2,NA,7.6,NA,NA,NA
UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2007,NA,NA,NA,NA,NA,NA,NA
Glen In,Glendale WTP inlet,NA,Glen In,2007,NA,NA,NA,NA,NA,NA,NA
Glen Out,Glendale WTP outlet,NA,Glen Out,2007,NA,NA,NA,NA,NA,NA,NA
Green In,Greenway WTP Inlet,srp,Green In,2007,NA,NA,NA,NA,NA,NA,NA
Green Out,Greenway WTP Outlet,srp,Green Out,2007,NA,NA,NA,NA,NA,NA,NA
Havasu 1,Havasu lake Sample,NA,Havasu 1,2007,NA,NA,NA,NA,NA,NA,NA
Havasu 2,Havasu lake Sample,NA,Havasu 2,2007,NA,NA,NA,NA,NA,NA,NA
HTC,Head of the Tempe Canal,tempe,head of tempe canal,2007,NA,25.1,NA,7.9,NA,NA,NA
Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2007,NA,25.3,NA,8.1,NA,NA,NA
Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,2007,NA,NA,NA,NA,NA,NA,NA
NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2007,NA,26.2,NA,8.2,NA,NA,NA
NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2007,NA,NA,NA,NA,NA,NA,NA
Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2007,NA,24.7,NA,8.2,NA,NA,NA
R1,CAP canal above Waddell Canal,cap,cap-siphon,2007,NA,NA,NA,NA,NA,NA,NA
R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2007,NA,24.9,NA,8.1,NA,NA,NA
R11,CAP Canal at Cross-connect,cap,cap @ x con,2007,NA,25.3,NA,8.2,NA,NA,NA
R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2007,NA,NA,NA,NA,NA,NA,NA
R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2007,NA,25.1,NA,8.1,NA,NA,NA
R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2007,NA,25.2,NA,8.1,NA,NA,NA
R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2007,NA,NA,NA,NA,NA,NA,NA
R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2007,NA,NA,NA,NA,NA,NA,NA
R17,Deer Valley WTP treated water,srp,deer valley-treated,2007,NA,26,NA,8.1,NA,NA,NA
R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2007,NA,24.4,NA,7.8,NA,NA,NA
R19,Val Vista WTP treated water,srp,val vista-treated,2007,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,42.35,19.01,0.94,8.18,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,39.15,19.38,1.37,8.03,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,35.95,19.48,1.64,7.96,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,32.8,19.85,2.33,7.89,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,29.6,20.48,4.61,7.85,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,26.28,21.29,7.32,7.87,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,22.87,22.23,9.06,7.91,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,19.76,23.37,9.03,7.89,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,16.65,25.39,7.08,7.81,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,13.54,27.43,4.93,7.76,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,10.49,28.48,7.56,8.11,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,7.47,28.54,7.69,8.2,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,4.42,28.58,7.75,8.24,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,1.49,28.68,7.76,8.27,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,0.3,28.85,7.79,8.28,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,NA,NA,NA,NA,NA,NA,NA
R20,Verde River at Tangle,verde,verde abv horseshoe,2007,NA,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2007,NA,25.5,NA,8.2,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2007,NA,25.2,NA,8.2,NA,NA,NA
R25,verde river at beeline highway,verde,verde @ beeline,2007,NA,33.3,NA,8.6,NA,NA,NA
R3,Waddell Canal,cap,waddell canal,2007,NA,16.8,NA,7.2,NA,NA,NA
R4,Cap Canal at 7th St.,cap,cap @ 7th st,2007,NA,NA,NA,NA,NA,NA,NA
R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,2007,NA,NA,NA,NA,NA,NA,NA
R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,2007,NA,NA,NA,NA,NA,NA,NA
R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,2007,NA,28.7,6.5,NA,NA,NA,NA
R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,2007,NA,27.7,0.5,NA,NA,NA,NA
R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,2007,NA,23.5,0.2,NA,NA,NA,NA
R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,2007,NA,20.4,0.1,NA,NA,NA,NA
R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,2007,NA,18.1,0.1,NA,NA,NA,NA
R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,2007,NA,16.7,0.2,NA,NA,NA,NA
R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,2007,NA,NA,NA,NA,NA,NA,NA
R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,2007,NA,NA,NA,NA,NA,NA,NA
R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,2007,NA,28.9,6.7,NA,NA,NA,NA
R6-50,Bartlett Reservoir near outlet,verde,bartlett-50m,2007,NA,NA,NA,NA,NA,NA,NA
R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,2007,NA,29,6.9,NA,3.05,NA,NA
R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,2007,NA,NA,NA,NA,NA,NA,NA
R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,2007,NA,NA,NA,NA,NA,NA,NA
R9-10,Saguaro Lake near inlet,salt,saguaro-10m,2007,NA,23.8,0.3,NA,NA,NA,NA
R9-15,Saguaro Lake near inlet,salt,saguaro-15m,2007,NA,23,0.2,NA,NA,NA,NA
R9-20,Saguaro Lake near inlet,salt,saguaro-20m,2007,NA,22.6,0.3,NA,NA,NA,NA
R9-25,Saguaro Lake near inlet,salt,saguaro-25m,2007,NA,22.3,0.3,NA,NA,NA,NA
R9-30,Saguaro Lake near inlet,salt,saguaro-30m,2007,NA,22.1,0.2,NA,NA,NA,NA
R9-35,Saguaro Lake near inlet,salt,saguaro-35m,2007,NA,NA,NA,NA,NA,NA,NA
R9-40,Saguaro Lake near inlet,salt,saguaro-40m,2007,NA,NA,NA,NA,NA,NA,NA
R9-45,Saguaro Lake near inlet,salt,saguaro-45m,2007,NA,NA,NA,NA,NA,NA,NA
R9-5,Saguaro Lake near inlet,salt,saguaro-5m,2007,NA,25.8,1.5,NA,NA,NA,NA
R9-50,Saguaro Lake near inlet,salt,saguaro-50m,2007,NA,NA,NA,NA,NA,NA,NA
R9A,Saguaro Lake near inlet,salt,saguaro-0m,2007,NA,27.9,6.8,NA,2.44,NA,NA
Roosvelt,SRP above Roosevelt Lake,NA,Above Roosevelt,2007,NA,NA,NA,NA,NA,NA,NA
Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,2007,NA,27.1,NA,8.2,NA,NA,NA
SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,2007,NA,24.8,NA,8.1,NA,NA,NA
SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2007,NA,NA,NA,NA,NA,NA,NA
SPT Out,Tempe's South Plant treated water,tempe,STP Out,2007,NA,NA,NA,NA,NA,NA,NA
UH In,Union Hills Inlet,cap,Union Hills Inlet,2007,NA,23.4,NA,7.9,NA,NA,NA
UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2007,NA,NA,NA,NA,NA,NA,NA
Glen In,Glendale WTP inlet,NA,Glen In,2007,NA,21.1,NA,8.3,NA,NA,NA
Glen Out,Glendale WTP outlet,NA,Glen Out,2007,NA,NA,NA,NA,NA,NA,NA
Green In,Greenway WTP Inlet,srp,Green In,2007,NA,NA,NA,NA,NA,NA,NA
Green Out,Greenway WTP Outlet,srp,Green Out,2007,NA,NA,NA,NA,NA,NA,NA
Havasu 1,Havasu lake Sample,NA,Havasu 1,2007,NA,NA,NA,NA,NA,NA,NA
Havasu 2,Havasu lake Sample,NA,Havasu 2,2007,NA,NA,NA,NA,NA,NA,NA
HTC,Head of the Tempe Canal,tempe,head of tempe canal,2007,NA,21.9,NA,8.2,NA,NA,NA
Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2007,NA,22.1,NA,8.2,NA,NA,NA
Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,2007,NA,NA,NA,NA,NA,NA,NA
NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2007,NA,21.9,NA,8.3,NA,NA,NA
NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2007,NA,NA,NA,NA,NA,NA,NA
Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2007,NA,20.1,NA,8.2,NA,NA,NA
R1,CAP canal above Waddell Canal,cap,cap-siphon,2007,NA,NA,NA,NA,NA,NA,NA
R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2007,NA,23.7,NA,8.1,NA,NA,NA
R11,CAP Canal at Cross-connect,cap,cap @ x con,2007,NA,22.2,NA,8.3,NA,NA,NA
R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2007,NA,22.3,NA,8.3,NA,NA,NA
R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2007,NA,22.2,NA,8.3,NA,NA,NA
R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2007,NA,20.2,NA,8.3,NA,NA,NA
R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2007,NA,NA,NA,NA,NA,NA,NA
R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2007,NA,19.9,NA,8.2,NA,NA,NA
R17,Deer Valley WTP treated water,srp,deer valley-treated,2007,NA,NA,NA,NA,NA,NA,NA
R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2007,NA,21.8,NA,7.8,NA,NA,NA
R19,Val Vista WTP treated water,srp,val vista-treated,2007,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,40.122,21.22,3.03,8,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,37.043,21.76,3.2,7.93,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,34.055,21.93,3.75,7.87,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,31.159,22.3,4.11,7.84,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,28.049,22.43,4.75,7.84,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,24.939,22.83,4.18,7.81,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,21.89,22.9,5.47,7.82,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,19.238,23.37,5.78,7.83,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,15.488,25.55,7.57,7.98,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,13.659,26.02,7.76,8.11,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,10.732,26.06,7.8,8.16,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,8.262,26.06,7.84,8.19,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,4.604,26.06,7.86,8.22,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,1.25,26.13,7.94,8.23,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,0.335,26.16,7.98,8.28,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,NA,NA,NA,NA,NA,NA,NA
R20,Verde River at Tangle,verde,verde abv horseshoe,2007,NA,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2007,NA,20.4,NA,8.3,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2007,NA,20,NA,8.3,NA,NA,NA
R25,verde river at beeline highway,verde,verde @ beeline,2007,NA,24.4,NA,8.6,NA,NA,NA
R3,Waddell Canal,cap,waddell canal,2007,NA,20.9,NA,8.1,NA,NA,NA
R4,Cap Canal at 7th St.,cap,cap @ 7th st,2007,NA,NA,NA,NA,NA,NA,NA
R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,2007,NA,NA,NA,NA,NA,NA,NA
R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,2007,NA,NA,NA,NA,NA,NA,NA
R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,2007,NA,23.9,4.9,NA,NA,NA,NA
R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,2007,NA,23.9,4.8,NA,NA,NA,NA
R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,2007,NA,23.8,4.3,NA,NA,NA,NA
R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,2007,NA,23.2,1.4,NA,NA,NA,NA
R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,2007,NA,20,0.2,NA,NA,NA,NA
R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,2007,NA,18.5,0.1,NA,NA,NA,NA
R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,2007,NA,NA,NA,NA,NA,NA,NA
R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,2007,NA,NA,NA,NA,NA,NA,NA
R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,2007,NA,24,5,NA,NA,NA,NA
R6-50,Bartlett Reservoir near outlet,verde,bartlett-50m,2007,NA,NA,NA,NA,NA,NA,NA
R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,2007,NA,24.2,5.2,NA,3.35,NA,NA
R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,2007,NA,NA,NA,NA,NA,NA,NA
R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,2007,NA,NA,NA,NA,NA,NA,NA
R9-10,Saguaro Lake near inlet,salt,saguaro-10m,2007,NA,22.6,0.2,NA,NA,NA,NA
R9-15,Saguaro Lake near inlet,salt,saguaro-15m,2007,NA,22.4,0.4,NA,NA,NA,NA
R9-20,Saguaro Lake near inlet,salt,saguaro-20m,2007,NA,21.8,0.9,NA,NA,NA,NA
R9-25,Saguaro Lake near inlet,salt,saguaro-25m,2007,NA,21.7,1.3,NA,NA,NA,NA
R9-30,Saguaro Lake near inlet,salt,saguaro-30m,2007,NA,21.5,2,NA,NA,NA,NA
R9-35,Saguaro Lake near inlet,salt,saguaro-35m,2007,NA,NA,NA,NA,NA,NA,NA
R9-40,Saguaro Lake near inlet,salt,saguaro-40m,2007,NA,NA,NA,NA,NA,NA,NA
R9-45,Saguaro Lake near inlet,salt,saguaro-45m,2007,NA,NA,NA,NA,NA,NA,NA
R9-5,Saguaro Lake near inlet,salt,saguaro-5m,2007,NA,23,3.6,NA,NA,NA,NA
R9-50,Saguaro Lake near inlet,salt,saguaro-50m,2007,NA,NA,NA,NA,NA,NA,NA
R9A,Saguaro Lake near inlet,salt,saguaro-0m,2007,NA,23,4.2,NA,3.35,NA,NA
Roosvelt,SRP above Roosevelt Lake,NA,Above Roosevelt,2007,NA,NA,NA,NA,NA,NA,NA
Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,2007,NA,NA,NA,NA,NA,NA,NA
SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,2007,NA,22.7,NA,8.5,NA,NA,NA
SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2007,NA,NA,NA,NA,NA,NA,NA
SPT Out,Tempe's South Plant treated water,tempe,STP Out,2007,NA,NA,NA,NA,NA,NA,NA
UH In,Union Hills Inlet,cap,Union Hills Inlet,2007,NA,21.1,NA,8.3,NA,NA,NA
UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2007,NA,NA,NA,NA,NA,NA,NA
Glen In,Glendale WTP inlet,NA,Glen In,2007,NA,18.6,NA,7.9,NA,NA,NA
Glen Out,Glendale WTP outlet,NA,Glen Out,2007,NA,NA,NA,NA,NA,NA,NA
Green In,Greenway WTP Inlet,srp,Green In,2007,NA,NA,NA,NA,NA,NA,NA
Green Out,Greenway WTP Outlet,srp,Green Out,2007,NA,NA,NA,NA,NA,NA,NA
Havasu 1,Havasu lake Sample,NA,Havasu 1,2007,NA,NA,NA,NA,NA,NA,NA
Havasu 2,Havasu lake Sample,NA,Havasu 2,2007,NA,NA,NA,NA,NA,NA,NA
HTC,Head of the Tempe Canal,tempe,head of tempe canal,2007,NA,18.3,NA,8,NA,NA,NA
Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2007,NA,20.4,NA,8.2,NA,NA,NA
Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,2007,NA,NA,NA,NA,NA,NA,NA
NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2007,NA,NA,NA,NA,NA,NA,NA
NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2007,NA,NA,NA,NA,NA,NA,NA
Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2007,NA,17.6,NA,7.7,NA,NA,NA
R1,CAP canal above Waddell Canal,cap,cap-siphon,2007,NA,NA,NA,NA,NA,NA,NA
R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2007,NA,10.3,NA,7.6,NA,NA,NA
R11,CAP Canal at Cross-connect,cap,cap @ x con,2007,NA,18.4,NA,8.1,NA,NA,NA
R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2007,NA,17.3,NA,8.4,NA,NA,NA
R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2007,NA,18,NA,8.3,NA,NA,NA
R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2007,NA,18.5,NA,8.3,NA,NA,NA
R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2007,NA,NA,NA,NA,NA,NA,NA
R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2007,NA,17.7,NA,7.9,NA,NA,NA
R17,Deer Valley WTP treated water,srp,deer valley-treated,2007,NA,NA,NA,NA,NA,NA,NA
R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2007,NA,NA,NA,NA,NA,NA,NA
R19,Val Vista WTP treated water,srp,val vista-treated,2007,NA,NA,NA,NA,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,42.74,21.96,9.13,8.19,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,39.76,21.96,9.14,8.2,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,36.65,21.99,9.12,8.19,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,33.45,21.96,9.14,8.2,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,29.6,21.96,9.23,8.16,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,26.86,21.99,9.26,8.19,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,23.96,21.99,9.25,8.2,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,20.82,21.99,9.27,8.2,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,17.71,22.06,9.24,8.2,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,14.6,22.13,9.17,8.19,NA,NA,NA
R2,Lake Pleasant integrated sample,cap,pleasant,2007,11.4,22.26,8.98,8.23,NA,NA,NA
